Block Size (MB),Trial Num,Allocation Time (ms),Write Time (ms),Read Time (ms),Free Time (ms)
600,18,25,1699429,1698717,150
600,19,29,1699717,1698688,150
600,20,27,1699959,1698843,150
600,21,9,1699677,1698672,156
600,22,9,1699189,1698871,149
600,23,9,1699604,1698684,150
600,24,9,1699698,1698758,154
600,25,9,1700052,1698613,147
600,26,6,1699418,1698657,149
600,27,7,1699274,1698738,149
600,28,30,1699125,1698740,3376
600,29,20,1699393,1698948,3381
600,30,99,1699968,1698810,3366
600,31,3121,1699527,1698690,151
600,32,11,1699281,1698681,150
600,33,9,1699297,1698682,152
600,34,9,1699240,1698800,148
600,35,9,1699347,1698765,148
600,36,7,1699513,1698747,157
600,37,10,1699459,1698910,149
600,38,9,1699426,1698836,150
600,39,9,1699284,1698795,149
600,40,9,1699299,1698571,148
600,41,8,1699193,1698561,155
600,42,9,1699134,1698767,149
600,43,10,1699568,1698865,149
600,44,10,1699404,1698774,154
600,45,9,1699373,1698711,150
600,46,8,1699816,1698896,150
600,47,6,1699479,1700231,149
600,48,26,1699472,1698807,150
600,49,25,1699396,1698840,149
600,50,26,1699390,1698857,148
600,51,51,1699264,1698879,3345
600,52,143,1699206,1698822,3355
600,53,3443,1699418,1698830,149
600,54,11,1699938,1698716,150
600,55,10,1699241,1699028,150
600,56,8,1700317,1698869,149
600,57,9,1699344,1699038,150
600,58,7,1699220,1698668,158
600,59,9,1699695,1698799,149
600,60,9,1700337,1698733,150
600,61,9,1699207,1698851,150
600,62,8,1699848,1698844,149
600,63,8,1699335,1698721,156
600,64,9,1699499,1698850,148
600,65,9,1699643,1698841,149
600,66,9,1699218,1698697,155
600,67,9,1699712,1698878,150
600,68,9,1699349,1698760,150
600,69,7,1699128,1698762,150
600,70,9,1699311,1698646,150
600,71,9,1699459,1698833,150
600,72,8,1699289,1698836,150
600,73,31,1699158,1698833,150
600,74,6,1699395,1698832,155
600,75,127,1699127,1698924,3339
600,76,3597,1699447,1698671,150
600,77,12,1699261,1698900,148
600,78,10,1699451,1698838,151
600,79,10,1699785,1698855,149
600,80,10,1699356,1698819,149
600,81,7,1699566,1698651,157
600,82,10,1699259,1698873,150
600,83,9,1699446,1698615,150
600,84,10,1699219,1698802,148
600,85,9,1699395,1698882,150
600,86,9,1699301,1698653,158
600,87,10,1699259,1698726,150
600,88,9,1699317,1698791,149
600,89,9,1699283,1698735,154
600,90,9,1699261,1698648,149
600,91,9,1699307,1698631,149
600,92,7,1699285,1698744,150
600,93,9,1699491,1698803,150
600,94,9,1699655,1698750,150
600,95,8,1699492,1698698,150
600,96,10,1699292,1698715,149
600,97,8,1699019,1698796,155
600,98,7,1699396,1698798,150
600,99,59,1699815,1698852,3343
600,100,136,1699178,1698780,3324
700,1,3891,1982660,1981898,664
700,2,21,1982768,1981782,182
700,3,26,1982373,1981870,178
700,4,29,1982792,1981890,179
700,5,21,1982468,1982002,180
700,6,7,1982770,1981835,180
700,7,29,1982862,1982035,179
700,8,19,1982489,1981883,179
700,9,29,1982529,1981843,187
700,10,21,1982622,1981804,179
700,11,29,1982618,1981832,184
700,12,21,1982763,1981786,180
700,13,21,1982750,1981750,180
700,14,25,1982263,1981720,179
700,15,28,1982449,1981838,180
700,16,25,1982871,1981868,180
700,17,7,1982742,1981891,180
700,18,28,1982435,1981907,186
700,19,26,1982522,1982130,180
700,20,27,1982427,1981921,180
700,21,52,1982432,1982012,4027
700,22,21,1982508,1981989,4010
700,23,132,1982337,1981756,3996
700,24,4266,1982506,1982245,182
700,25,12,1982530,1982146,182
700,26,10,1982875,1981893,179
700,27,10,1982470,1982112,179
700,28,9,1982661,1981835,179
700,29,7,1982649,1982030,178
700,30,10,1983070,1981909,178
700,31,9,1983184,1981983,179
700,32,10,1982573,1982090,184
700,33,9,1982488,1981851,179
700,34,9,1983293,1981801,185
700,35,10,1982610,1981787,181
700,36,9,1982847,1981904,181
700,37,9,1982765,1981941,179
700,38,9,1982571,1982242,179
700,39,9,1982954,1981792,180
700,40,7,1982774,1981814,181
700,41,9,1982542,1981995,184
700,42,10,1983637,1981932,179
700,43,8,1982564,1981916,180
700,44,30,1982894,1981833,181
700,45,10,1982603,1982079,183
700,46,6,1982750,1981870,180
700,47,32,1983102,1981785,4013
700,48,127,1982791,1981700,4000
700,49,4655,1982588,1981700,184
700,50,12,1983173,1981967,182
700,51,10,1982379,1981865,179
700,52,10,1982424,1981879,179
700,53,10,1982564,1981988,178
700,54,5,1982544,1982007,180
700,55,9,1982430,1981821,181
700,56,10,1982483,1982018,179
700,57,9,1982427,1981841,187
700,58,9,1982478,1981857,179
700,59,9,1982810,1981976,184
700,60,9,1982560,1981997,179
700,61,9,1982788,1981738,179
700,62,10,1982438,1981807,180
700,63,8,1982973,1982161,179
700,64,9,1982504,1981787,179
700,65,6,1982757,1981920,180
700,66,9,1982371,1982016,184
700,67,9,1982445,1981936,180
700,68,9,1982887,1981740,180
700,69,9,1982721,1981710,179
700,70,9,1982581,1982150,185
700,71,9,1982509,1982041,179
700,72,9,1982511,1981908,180
700,73,6,1983108,1981877,179
700,74,65,1982400,1982015,3988
700,75,144,1982368,1981975,3982
700,76,5039,1982495,1981891,182
700,77,12,1982553,1981786,182
700,78,10,1982419,1982029,179
700,79,11,1982491,1982252,182
700,80,9,1982314,1981866,179
700,81,7,1982404,1981733,178
700,82,11,1982759,1981795,179
700,83,10,1983044,1982032,178
700,84,9,1983165,1981810,184
700,85,9,1982409,1981896,179
700,86,9,1982496,1981850,186
700,87,9,1982506,1981952,179
700,88,7,1982481,1981842,179
700,89,6,1982772,1981846,180
700,90,9,1983041,1982078,177
700,91,2,1982910,1981914,179
700,92,7,1982831,1981879,180
700,93,10,1982727,1981935,184
700,94,9,1982755,1981890,178
700,95,9,1982466,1981714,177
700,96,7,1982740,1981828,180
700,97,9,1982485,1981899,181
700,98,9,1982435,1981980,179
700,99,9,1982806,1981918,179
700,100,9,1982550,1981853,180
800,1,29,2265766,2265060,869
800,2,21,2265855,2265312,4624
800,3,21,2265830,2264817,4650
800,4,21,2265625,2265238,4642
800,5,102,2265829,2264876,4615
800,6,5711,2265946,2265003,213
800,7,28,2266012,2264945,244
800,8,31,2265839,2264975,209
800,9,22,2266092,2264999,210
800,10,23,2265947,2265197,209
800,11,7,2266268,2265152,220
800,12,22,2265660,2265049,215
800,13,22,2266264,2264881,211
800,14,22,2266028,2265256,215
800,15,20,2265704,2265289,209
800,16,27,2266348,2264901,209
800,17,23,2266032,2265249,208
800,18,26,2265695,2265103,209
800,19,26,2265502,2264943,213
800,20,27,2265787,2264971,209
800,21,28,2265385,2264941,208
800,22,6,2265772,2264950,2165
800,23,19,2265889,2265036,212
800,24,26,2266009,2265004,210
800,25,28,2265893,2265244,209
800,26,25,2266256,2264923,208
800,27,29,2266224,2265014,213
800,28,24,2265749,2265017,209
800,29,31,2265805,2264951,209
800,30,29,2265600,2264955,209
800,31,49,2266042,2264978,4630
800,32,22,2265789,2265197,4663
800,33,46,2265917,2265081,4734
800,34,132,2265653,2265043,4696
800,35,6285,2265601,2265428,211
800,36,13,2265885,2264861,208
800,37,11,2265929,2264982,208
800,38,11,2266266,2265044,209
800,39,11,2265738,2265322,210
800,40,7,2266143,2265150,216
800,41,10,2266035,2264989,215
800,42,10,2265830,2264922,207
800,43,11,2266831,2264985,215
800,44,10,2266062,2264951,208
800,45,8,2265944,2265296,207
800,46,10,2266322,2264936,208
800,47,10,2265829,2265115,208
800,48,10,2265923,2264969,213
800,49,10,2266277,2265156,209
800,50,10,2265676,2265182,208
800,51,6,2265864,2265158,211
800,52,10,2266077,2265093,212
800,53,9,2265844,2265064,211
800,54,10,2265778,2265343,209
800,55,9,2265822,2264915,208
800,56,10,2266151,2265311,213
800,57,10,2265901,2264844,210
800,58,11,2265908,2265148,209
800,59,10,2266114,2265127,209
800,60,29,2265816,2265261,209
800,61,10,2265850,2264971,212
800,62,10,2265970,2265236,209
800,63,7,2265857,2265361,208
800,64,32,2266149,2265290,4677
800,65,33,2266256,2265134,4741
800,66,953,2265999,2265047,4720
800,67,6930,2266110,2265250,211
800,68,13,2265700,2264917,209
800,69,11,2266551,2264924,210
800,70,11,2266309,2265026,209
800,71,11,2265822,2264877,209
800,72,7,2266052,2265180,218
800,73,11,2265701,2264937,214
800,74,9,2265657,2264934,207
800,75,10,2265813,2265085,213
800,76,10,2265778,2265147,209
800,77,10,2265950,2265013,209
800,78,10,2265839,2265100,208
800,79,9,2265703,2265354,209
800,80,10,2265743,2264922,213
800,81,10,2265587,2265207,209
800,82,11,2265509,2265035,208
800,83,7,2265647,2265062,212
800,84,10,2265941,2265062,214
800,85,10,2265759,2265114,211
800,86,11,2266059,2265175,210
800,87,9,2265759,2264978,210
800,88,10,2265840,2264947,211
800,89,11,2265645,2265057,210
800,90,10,2265871,2265215,208
800,91,11,2266157,2264881,209
800,92,10,2265793,2265149,209
800,93,10,2265977,2265137,211
800,94,10,2265703,2265061,210
800,95,10,2265965,2265135,209
800,96,10,2265717,2265247,210
800,97,9,2265586,2265031,209
800,98,10,2265603,2265028,213
800,99,31,2265603,2264934,4702
800,100,24,2265964,2265283,4725
900,1,29,2548961,2548575,5352
900,2,144,2548724,2548233,5380
900,3,7833,2549107,2548107,238
900,4,31,2550006,2548229,238
900,5,22,2549122,2548117,239
900,6,24,2548922,2548203,240
900,7,23,2549515,2548272,244
900,8,7,2548837,2548466,237
900,9,22,2548871,2547981,244
900,10,21,2549053,2548296,238
900,11,28,2549887,2549134,239
900,12,30,2549252,2548986,238
900,13,7,2549065,2548439,240
900,14,29,2549466,2548245,245
900,15,30,2549198,2548388,240
900,16,23,2548851,2548112,240
900,17,31,2548768,2548364,244
900,18,28,2549032,2548098,239
900,19,22,2548961,2548094,238
900,20,7,2548996,2548097,978
900,21,21,2549155,2548093,239
900,22,29,2549358,2547969,238
900,23,29,2549005,2548173,238
900,24,29,2549192,2548131,238
900,25,7,2548951,2548023,240
900,26,30,2548894,2548156,242
900,27,38,2549499,2548224,239
900,28,30,2548977,2548239,238
900,29,28,2548903,2548250,239
900,30,28,2548920,2548209,240
900,31,6,2548785,2547891,4081
900,32,18,2548863,2548238,241
900,33,30,2548963,2548096,238
900,34,30,2549169,2548162,237
900,35,62,2549202,2548066,5373
900,36,19,2549056,2548157,5370
900,37,40,2549328,2548537,5326
900,38,134,2548765,2548268,5312
900,39,8878,2549252,2548048,239
900,40,12,2549150,2548357,238
900,41,11,2549165,2548461,238
900,42,11,2548917,2548401,238
900,43,11,2549101,2548035,242
900,44,8,2548726,2548094,239
900,45,11,2548962,2547980,244
900,46,10,2548941,2547963,239
900,47,11,2548885,2548004,239
900,48,10,2549044,2548204,240
900,49,8,2549067,2548165,239
900,50,10,2549053,2548045,243
900,51,10,2549364,2548000,238
900,52,9,2549486,2548118,240
900,53,10,2549165,2548057,243
900,54,10,2548691,2547978,237
900,55,10,2548989,2548373,239
900,56,7,2549092,2548320,239
900,57,10,2548914,2548077,240
900,58,10,2548784,2548345,240
900,59,10,2549155,2548411,240
900,60,11,2549260,2548379,238
900,61,7,2549548,2548291,242
900,62,9,2548823,2548418,242
900,63,11,2549317,2548365,239
900,64,10,2549099,2548311,238
900,65,10,2548980,2548463,239
900,66,10,2549317,2547937,237
900,67,7,2549061,2547932,244
900,68,11,2549115,2548264,240
900,69,11,2549443,2548310,239
900,70,10,2549453,2548022,239
900,71,34,2549377,2548168,236
900,72,26,2548817,2547965,239
900,73,31,2549234,2548325,239
900,74,7,2549193,2548248,2204
900,75,7,2549908,2548098,240
900,76,32,2549050,2548145,5354
900,77,25,2549214,2548183,5329
900,78,22,2549423,2548375,5323
900,79,125,2548931,2548077,5380
900,80,10093,2549015,2548074,239
900,81,12,2549025,2548151,239
900,82,11,2549160,2547944,239
900,83,11,2548943,2548086,238
900,84,10,2548751,2548069,246
900,85,7,2549178,2548366,239
900,86,11,2549020,2548443,244
900,87,11,2548889,2548189,243
900,88,10,2549101,2548393,238
900,89,11,2549597,2548182,238
900,90,7,2549028,2548070,239
900,91,10,2549177,2548321,244
900,92,10,2549066,2548063,258
900,93,10,2549442,2548028,238
900,94,10,2549032,2548138,242
900,95,10,2549045,2548361,238
900,96,11,2549713,2547982,237
900,97,6,2549080,2548196,240
900,98,11,2549236,2548145,238
900,99,10,2548795,2548082,239
900,100,10,2549146,2548143,238
1000,1,12,2831899,2831131,239
1000,2,7,2832668,2831067,240
1000,3,11,2832241,2831332,239
1000,4,10,2832559,2831310,238
1000,5,11,2832111,2831395,238
1000,6,10,2832459,2831237,239
1000,7,11,2832186,2831317,263
1000,8,9,2832592,2831164,243
1000,9,10,2832152,2831349,242
1000,10,10,2832867,2831224,239
1000,11,11,2832315,2831327,239
1000,12,10,2833016,2831153,240
1000,13,10,2832576,2831559,238
1000,14,10,2833035,2831573,239
1000,15,7,2832895,2831116,244
1000,16,10,2832250,2831277,240
1000,17,10,2831905,2831341,238
1000,18,10,2832931,2831489,239
1000,19,10,2832242,2831833,236
1000,20,7,2832276,2831108,239
1000,21,33,2832515,2831349,5354
1000,22,8,2831886,2831326,5318
1000,23,1011,2832630,2831331,5314
1000,24,10824,2832074,2831335,239
1000,25,15,2832266,2831443,240
1000,26,12,2832957,2831735,239
1000,27,11,2833134,2831170,238
1000,28,10,2832244,2831409,244
1000,29,7,2832463,2831428,241
1000,30,11,2832344,2831589,243
1000,31,10,2832144,2831077,239
1000,32,11,2832706,2831248,239
1000,33,10,2832376,2831610,238
1000,34,7,2833127,2831624,239
1000,35,10,2832947,2831185,242
1000,36,11,2832201,2831272,239
1000,37,9,2832025,2831122,240
1000,38,10,2831855,2831472,243
1000,39,11,2832349,2831013,239
1000,40,10,2832189,2831299,238
1000,41,7,2832715,2831473,237
1000,42,10,2832182,2831151,239
1000,43,10,2832345,2831125,240
1000,44,11,2832267,2831536,239
1000,45,10,2832021,2831422,238
1000,46,6,2832190,2831288,242
1000,47,10,2832208,2831208,242
1000,48,10,2831977,2831138,239
1000,49,10,2831986,2831209,238
1000,50,10,2832541,2831618,238
1000,51,10,2833089,2831281,238
1000,52,7,2832338,2831226,242
1000,53,10,2832221,2831400,240
1000,54,11,2832252,2831311,238
1000,55,10,2832428,2831236,238
1000,56,11,2832067,2831256,238
1000,57,10,2832615,2831375,239
1000,58,11,2832129,2831260,239
1000,59,6,2832254,2831308,243
1000,60,11,2832440,2831730,239
1000,61,10,2832007,2831356,240
1000,62,10,2832036,2831494,238
1000,63,10,2832969,2831631,239
1000,64,9,2832251,2831407,240
1000,65,10,2832069,2831317,239
1000,66,10,2832355,2831365,240
1000,67,7,2832407,2831422,241
1000,68,958,2832165,2831277,5350
1000,69,11087,2832055,2831594,239
1000,70,15,2832410,2831351,238
1000,71,11,2832018,2831245,241
1000,72,11,2831991,2831549,239
1000,73,10,2832288,2831495,243
1000,74,7,2832433,2831103,238
1000,75,11,2832169,2831197,243
1000,76,10,2832229,2831134,238
1000,77,11,2832050,2831169,240
1000,78,10,2832653,2831150,239
1000,79,7,2833575,2831354,240
1000,80,10,2832419,2831318,245
1000,81,10,2832113,2831453,239
1000,82,9,2832121,2831233,239
1000,83,10,2832646,2831268,242
1000,84,11,2832324,2831498,237
1000,85,10,2832373,2831371,239
1000,86,7,2832544,2831458,239
1000,87,10,2832224,2831241,237
1000,88,10,2832133,2831394,238
1000,89,11,2832626,2831411,238
1000,90,10,2832340,2831085,239
1000,91,7,2832193,2831152,242
1000,92,11,2832173,2831307,240
1000,93,10,2832572,2831502,238
1000,94,10,2833258,2831273,239
1000,95,10,2832083,2831038,237
1000,96,10,2832393,2831508,240
1000,97,7,2832106,2831521,242
1000,98,10,2832157,2831285,240
1000,99,10,2832193,2831322,239
1000,100,10,2832180,2831080,239
